trp_multiplayer_profile_troop_male|聯 機 男 性 玩 家 角 色 
trp_balt_veteran_jav_pl|波 羅 的 海 資 深 標 槍 兵 
trp_balt_noble_recruit|波 羅 的 海 貴 族 新 兵 
trp_balt_noble_recruit_pl|波 羅 的 海 貴 族 新 兵 
trp_balt_mounted_skirmisher|波 羅 的 海 貴 族 標 槍 騎 手 
trp_balt_mounted_skirmisher_pl|波 羅 的 海 貴 族 標 槍 騎 手 
trp_balt_light_cavalry|波 羅 的 海 貴 族 標 槍 騎 兵 
trp_balt_light_cavalry_pl|波 羅 的 海 貴 族 標 槍 騎 兵 
trp_balt_medium_cavalry|波 羅 的 海 貴 族 槍 騎 兵 
trp_balt_medium_cavalry_pl|波 羅 的 海 貴 族 槍 騎 兵 
trp_balt_noble_1|波 羅 的 海 貴 族 步 兵 
trp_balt_noble_1_pl|波 羅 的 海 貴 族 步 兵 
trp_balt_noble_2|波 羅 的 海 貴 族 重 步 兵 
trp_balt_noble_2_pl|波 羅 的 海 貴 族 重 步 兵 
trp_balt_noble_3|波 羅 的 海 公 爵 親 衛 
trp_balt_noble_3_pl|波 羅 的 海 公 爵 親 衛 
trp_marinid_village_rabble|馬 格 裡 布 村 民 
trp_marinid_village_rabble_pl|馬 格 裡 布 村 民 
trp_marinid_levy_spearman|柏 柏 爾 征 召 長 矛 手 
trp_marinid_levy_spearman_pl|柏 柏 爾 征 召 長 矛 手 
trp_marinid_light_spearmen|柏 柏 爾 狂 熱 聖 戰 長 矛 手 
trp_marinid_light_spearmen_pl|柏 柏 爾 狂 熱 聖 戰 長 矛 手 
trp_marinid_levy_horseman|馬 格 裡 布 征 召 騎 手 
trp_marinid_levy_horseman_pl|馬 格 裡 布 征 召 騎 手 
trp_marinid_light_lancer|阿 拉 伯 雇 佣 騎 兵 
trp_marinid_light_lancer_pl|阿 拉 伯 雇 佣 騎 兵 
trp_marinid_lancer|阿 拉 伯 高 階 騎 兵 
trp_marinid_lancer_pl|阿 拉 伯 高 階 騎 兵 
trp_marinid_skirmishers|柏 柏 爾 征 召 散 兵 
trp_marinid_skirmishers_pl|柏 柏 爾 征 召 散 兵 
trp_marinid_javelin_infantry|柏 柏 爾 標 槍 兵 
trp_marinid_javelin_infantry_pl|柏 柏 爾 標 槍 兵 
trp_marinid_berber_bowman|柏 柏 爾 征 召 弓 手 
trp_marinid_berber_bowman_pl|柏 柏 爾 征 召 弓 手 
trp_marinid_town_recruit|馬 格 裡 布 市 民 
trp_marinid_town_recruit_pl|馬 格 裡 布 市 民 
trp_marinid_town_bowman|麥 地 那 雇 佣 射 手 
trp_marinid_town_bowman_pl|麥 地 那 雇 佣 射 手 
trp_marinid_crossbowman|馬 裡 尼 德 安 達 盧 西 亞 雇 佣 弩 手 
trp_marinid_crossbowman_pl|馬 裡 尼 德 安 達 盧 西 亞 雇 佣 弩 手 
trp_marinid_light_swordsman|麥 地 那 雇 佣 輕 步 兵 
trp_marinid_light_swordsman_pl|麥 地 那 雇 佣 輕 步 兵 
trp_marinid_swordsman|馬 裡 尼 德 安 達 盧 西 亞 雇 佣 戰 士 
trp_marinid_swordsman_pl|馬 裡 尼 德 安 達 盧 西 亞 雇 佣 戰 士
trp_marinid_mounted_skirmisher_1|柏 柏 爾 卡 比 拉 斥 候 騎 手 
trp_marinid_mounted_skirmisher_1_pl|柏 柏 爾 卡 比 拉 斥 候 騎 手 
trp_marinid_mounted_skirmisher_2|摩 洛 哥 精 英 外 籍 雇 佣 騎 兵 
trp_marinid_mounted_skirmisher_2_pl|摩 洛 哥 精 英 外 籍 雇 佣 騎 兵 
trp_marinid_mounted_skirmisher_3|摩 洛 哥 精 英 守 護 騎 士 
trp_marinid_mounted_skirmisher_3_pl|摩 洛 哥 精 英 守 護 騎 士 
trp_mamluke_commoner|馬 什 裡 克 平 民 
trp_mamluke_commoner_pl|馬 什 裡 克 平 民 
trp_mamluke_infantry_1|馬 木 魯 克 狂 熱 聖 戰 步 兵 
trp_mamluke_infantry_1_pl|馬 木 魯 克 狂 熱 聖 戰 步 兵 
trp_mamluke_infantry_2|馬 木 魯 克 青 年 俠 義 步 兵 
trp_mamluke_infantry_2_pl|馬 木 魯 克 青 年 俠 義 步 兵 
trp_mamluke_infantry_3|馬 木 魯 克 雇 佣 貴 族 步 兵 
trp_mamluke_infantry_3_pl|馬 木 魯 克 雇 佣 貴 族 隨 從 步 兵 
trp_mamluke_spearman_1|馬 木 魯 克 雇 佣 貴 族 隨 從 步 兵 
trp_mamluke_spearman_1_pl|馬 木 魯 克 狂 熱 聖 戰 長 矛 手 
trp_mamluke_spearman_2|馬 木 魯 克 青 年 俠 義 長 矛 手 
trp_mamluke_spearman_2_pl|馬 木 魯 克 青 年 俠 義 長 矛 手 
trp_mamluke_spearman_3|馬 木 魯 克 雇 佣 貴 族 隨 從 長 矛 兵 
trp_mamluke_spearman_3_pl|馬 木 魯 克 雇 佣 貴 族 隨 從 長 矛 兵 
trp_mamluke_cav_1|馬 木 魯 克 雇 佣 貴 族 隨 從 騎 手 
trp_mamluke_cav_1_pl|馬 木 魯 克 雇 佣 貴 族 隨 從 騎 手 
trp_mamluke_cav_2|馬 木 魯 克 外 裔 雇 佣 騎 兵 
trp_mamluke_cav_2_pl|馬 木 魯 克 外 裔 雇 佣 騎 兵 
trp_mamluke_archer_1|馬 木 魯 克 狂 熱 聖 戰 弓 箭 手 
trp_mamluke_archer_1_pl|馬 木 魯 克 狂 熱 聖 戰 弓 箭 手 
trp_mamluke_archer_2|馬 木 魯 克 青 年 俠 義 弓 箭 手 
trp_mamluke_archer_2_pl|馬 木 魯 克 青 年 俠 義 弓 箭 手 
trp_mamluke_archer_3|馬 木 魯 克 雇 佣 貴 族 隨 從 弓 箭 手 
trp_mamluke_archer_3_pl|馬 木 魯 克 雇 佣 貴 族 隨 從 弓 箭 手 
trp_mamluke_turkoman|土 庫 曼 族 人 
trp_mamluke_turkoman_pl|土 庫 曼 族 人 
trp_mamluke_light_horse_archer|馬 木 魯 克 貴 族 隨 侍 
trp_mamluke_light_horse_archer_pl|馬 木 魯 克 貴 族 隨 侍 
trp_mamluke_medium_horse_archer|馬 木 魯 克 資 深 貴 族 隨 侍 
trp_mamluke_medium_horse_archer_pl|馬 木 魯 克 資 深 貴 族 隨 侍 
trp_mamluke_heavy_horse_archer|皇 家 馬 木 魯 克 
trp_mamluke_heavy_horse_archer_pl|皇 家 馬 木 魯 克 
trp_mamluke_elite_horse_archer|巴 哈 利 亞 精 英 馬 木 魯 克 
trp_mamluke_elite_horse_archer_pl|巴 哈 利 亞 精 英 馬 木 魯 克 
trp_sarranid_messenger|馬 木 魯 克 信 使 
trp_sarranid_messenger_pl|馬 木 魯 克 信 使 
trp_sarranid_deserter|馬 木 魯 克 逃 兵 
trp_sarranid_deserter_pl|馬 木 魯 克 逃 兵 
trp_sarranid_prison_guard|馬 木 魯 克 監 獄 守 衛 
trp_sarranid_prison_guard_pl|馬 木 魯 克 監 獄 守 衛 
trp_balt_horseman|立 陶 宛 騎 馬 長 矛 手 
trp_balt_horseman_pl|立 陶 宛 騎 馬 長 矛 手 
trp_balt_mounted_spearman|立 陶 宛 精 英 騎 手 
trp_balt_mounted_spearman_pl|立 陶 宛 精 英 騎 手 
trp_balt_lancer|立 陶 宛 精 英 貴 族 騎 兵 
trp_balt_lancer_pl|立 陶 宛 精 英 貴 族 騎 兵 
trp_french_chevalier|騎 士 
trp_french_chevalier_pl|騎 士 
trp_welsh_bowmen|威 爾 士 長 弓 兵 
trp_welsh_bowmen_pl|威 爾 士 長 弓 兵 
trp_genoese_crossbowman|熱 那 亞 巨 盾 弩 兵 
trp_genoese_crossbowman_pl|熱 那 亞 巨 盾 弩 兵 
trp_varangian_guard|瓦 蘭 吉 衛 隊 
trp_varangian_guard_pl|瓦 蘭 吉 衛 隊 
trp_scottish_highlander|蘇 格 蘭 高 地 兵 士 
trp_scottish_highlander_pl|蘇 格 蘭 高 地 兵 士 
trp_bohemian_rytir|波 希 米 亞 騎 士 
trp_bohemian_rytir_pl|波 希 米 亞 騎 士 
trp_danish_axeman|丹 麥 長 斧 兵 
trp_danish_axeman_pl|丹 麥 長 斧 兵 
trp_irish_dartman|蓋 爾 精 英 雇 佣 戰 士 
trp_irish_dartman_pl|蓋 爾 精 英 雇 佣 戰 士 
trp_pol_light_cavalry|波 蘭 輕 騎 兵 
trp_pol_light_cavalry_pl|波 蘭 輕 騎 兵 
trp_byz_village_1|拜 占 庭 佃 農 
trp_byz_village_1_pl|拜 占 庭 佃 農 
trp_byz_village_2|拜 占 庭 民 兵 
trp_byz_village_2_pl|拜 占 庭 民 兵 
trp_byz_village_3_1|拜 占 庭 標 槍 手 
trp_byz_village_3_1_pl|拜 占 庭 標 槍 手 
trp_byz_village_4_1|拜 占 庭 邊 境 戍 衛 
trp_byz_village_4_1_pl|拜 占 庭 邊 境 戍 衛 
trp_byz_village_3_2|拜 占 庭 弓 箭 手 
trp_byz_village_3_2_pl|拜 占 庭 弓 箭 手 
trp_byz_village_4_2|拜 占 庭 外 裔 弓 箭 兵 
trp_byz_village_4_2_pl|拜 占 庭 禁 衛 弓 箭 兵 
trp_byz_town_1|拜 占 庭 公 民 
trp_byz_town_1_pl|拜 占 庭 公 民 
trp_byz_town_2|拜 占 庭 輕 裝 長 矛 民 兵 
trp_byz_town_2_pl|拜 占 庭 輕 裝 長 矛 民 兵 
trp_byz_town_3_1|拜 占 庭 盾 矛 手 
trp_byz_town_3_1_pl|拜 占 庭 盾 矛 手 
trp_byz_town_4_1|拜 占 庭 重 盾 長 矛 兵 
trp_byz_town_4_1_pl|拜 占 庭 重 盾 長 矛 兵 
trp_byz_town_3_2|拜 占 庭 劍 盾 手 
trp_byz_town_3_2_pl|拜 占 庭 劍 盾 手 
trp_byz_town_4_2|拜 占 庭 重 盾 戰 士 
trp_byz_town_4_2_pl|拜 占 庭 重 盾 戰 士 
trp_byz_castle_1|拜 占 庭 騎 手 
trp_byz_castle_1_pl|拜 占 庭 騎 手 
trp_byz_castle_2|拜 占 庭 騎 兵 
trp_byz_castle_2_pl|拜 占 庭 騎 兵 
trp_byz_castle_3|拜 占 庭 槍 騎 兵 
trp_byz_castle_3_pl|拜 占 庭 槍 騎 兵 
trp_byz_castle_4|拜 占 庭 鐵 甲 具 裝 騎 兵 
trp_byz_castle_4_pl|拜 占 庭 鐵 甲 具 裝 騎 兵 
trp_byz_castle_guard|城 堡 衛 隊 
trp_byz_castle_guard_pl|城 堡 衛 隊 
trp_iberian_village_recruit|南 歐 農 民 
trp_iberian_village_recruit_pl|南 歐 農 民 
trp_iberian_town_recruit|南 歐 市 民 
trp_iberian_town_recruit_pl|南 歐 市 民 
trp_iberian_village_skirmisher|南 歐 義 務 役 擲 矛 民 兵 
trp_iberian_village_skirmisher_pl|南 歐 義 務 役 擲 矛 民 兵 
trp_iberian_archer|南 歐 義 務 役 弓 箭 手 
trp_iberian_archer_pl|南 歐 義 務 役 弓 箭 手 
trp_iberian_bows_sergeant|南 歐 弓 箭 兵 
trp_iberian_bows_sergeant_pl|南 歐 弓 箭 兵 
trp_iberian_village_footman|南 歐 義 務 役 步 兵 
trp_iberian_village_footman_pl|南 歐 義 務 役 步 兵 
trp_iberian_billman|南 歐 鉤 鐮 兵 
trp_iberian_billman_pl|南 歐 鉤 鐮 兵 
trp_iberian_bills_sergeant|南 歐 鉤 鐮 軍 士 
trp_iberian_bills_sergeant_pl|南 歐 鉤 鐮 軍 士 
trp_iberian_town_footman_1|南 歐 平 民 長 矛 手 
trp_iberian_town_footman_1_pl|南 歐 平 民 長 矛 手 
trp_iberian_town_footman_2|南 歐 平 民 步 兵 
trp_iberian_town_footman_2_pl|南 歐 平 民 步 兵 
trp_iberian_veteran_spearman|南 歐 城 鎮 公 社 長 矛 手 
trp_iberian_veteran_spearman_pl|南 歐 城 鎮 公 社 長 矛 手 
trp_iberian_spears_sergeant|南 歐 修 士 會 長 矛 兵 
trp_iberian_spears_sergeant_pl|南 歐 修 士 會 長 矛 兵 
trp_iberian_veteran_swordsman|南 歐 城 鎮 公 社 劍 士 
trp_iberian_veteran_swordsman_pl|南 歐 城 鎮 公 社 劍 士 
trp_iberian_swords_sergeant|南 歐 修 士 會 劍 士 
trp_iberian_swords_sergeant_pl|南 歐 修 士 會 劍 士 
trp_iberian_town_skirmisher|南 歐 平 民 弓 箭 手 
trp_iberian_town_skirmisher_pl|南 歐 平 民 弓 箭 手 
trp_iberian_veteran_crossbowman|南 歐 城 鎮 公 社 弩 手 
trp_iberian_veteran_crossbowman_pl|南 歐 城 鎮 公 社 弩 手 
trp_iberian_crossbows_sergeant|南 歐 修 士 會 弩 兵 
trp_iberian_crossbows_sergeant_pl|南 歐 修 士 會 弩 兵 
trp_iberian_light_cavalry|南 歐 隨 從 騎 手 
trp_iberian_light_cavalry_pl|南 歐 隨 從 騎 手 
trp_iberian_medium_cavalry|南 歐 職 業 重 裝 騎 兵 
trp_iberian_medium_cavalry_pl|南 歐 職 業 重 裝 騎 兵 
trp_iberian_squire|南 歐 騎 士 侍 從 
trp_iberian_squire_pl|南 歐 騎 士 侍 從 
trp_iberian_knight|南 歐 騎 士 
trp_iberian_knight_pl|南 歐 騎 士 
trp_andalus_village_recruit|安 達 盧 西 亞 征 召 民 兵 
trp_andalus_village_recruit_pl|安 達 盧 西 亞 征 召 民 兵 
trp_andalus_village_footman|安 達 盧 西 亞 征 召 輕 步 兵 
trp_andalus_village_footman_pl|安 達 盧 西 亞 征 召 輕 步 兵 
trp_andalus_village_infantry|安 達 盧 西 亞 劍 士 
trp_andalus_village_infantry_pl|安 達 盧 西 亞 劍 士 
trp_andalus_village_spearmen|安 達 盧 西 亞 征 召 矛 兵 
trp_andalus_village_spearmen_pl|安 達 盧 西 亞 征 召 矛 兵 
trp_andalus_village_archer_1|安 達 盧 西 亞 弓 箭 民 兵 
trp_andalus_village_archer_1_pl|安 達 盧 西 亞 弓 箭 民 兵 
trp_andalus_village_archer_2|安 達 盧 西 亞 弓 箭 手 
trp_andalus_village_archer_2_pl|安 達 盧 西 亞 弓 箭 手 
trp_andalus_crossbowman_1|安 達 盧 西 亞 民 兵 弩 手 
trp_andalus_crossbowman_1_pl|安 達 盧 西 亞 民 兵 弩 手 
trp_andalus_crossbowman_2|安 達 盧 西 亞 輕 裝 弩 兵 
trp_andalus_crossbowman_2_pl|安 達 盧 西 亞 輕 裝 弩 兵 
trp_andalus_town_recruit|安 達 盧 西 亞 城 鎮 民 兵 
trp_andalus_town_recruit_pl|安 達 盧 西 亞 城 鎮 民 兵 
trp_andalus_town_footman|安 達 盧 西 亞 輕 步 兵 
trp_andalus_town_footman_pl|安 達 盧 西 亞 輕 步 兵 
trp_andalus_town_infantry_1|安 達 盧 西 亞 步 兵 
trp_andalus_town_infantry_1_pl|安 達 盧 西 亞 步 兵 
trp_andalus_town_infantry_2|安 達 盧 西 亞 重 步 兵 
trp_andalus_town_infantry_2_pl|安 達 盧 西 亞 重 步 兵 
trp_andalus_spearman_1|安 達 盧 西 亞 長 矛 民 兵 
trp_andalus_spearman_1_pl|安 達 盧 西 亞 長 矛 民 兵 
trp_andalus_spearman_2|安 達 盧 西 亞 長 矛 步 兵 
trp_andalus_spearman_2_pl|安 達 盧 西 亞 長 矛 步 兵 
trp_andalus_spearman_3|安 達 盧 西 亞 重 裝 矛 兵 
trp_andalus_spearman_3_pl|安 達 盧 西 亞 重 裝 矛 兵 
trp_andalus_town_xbow_1|安 達 盧 西 亞 持 弩 民 兵 
trp_andalus_town_xbow_1_pl|安 達 盧 西 亞 持 弩 民 兵 
trp_andalus_town_xbow_2|安 達 盧 西 亞 弩 兵 
trp_andalus_town_xbow_2_pl|安 達 盧 西 亞 弩 兵 
trp_andalus_town_xbow_3|安 達 盧 西 亞 持 盾 重 弩 兵 
trp_andalus_town_xbow_3_pl|安 達 盧 西 亞 持 盾 重 弩 兵 
trp_andalus_horse_1|安 達 盧 西 亞 騎 射 手 
trp_andalus_horse_1_pl|安 達 盧 西 亞 騎 射 手 
trp_andalus_horse_2|安 達 盧 西 亞 槍 騎 兵 
trp_andalus_horse_2_pl|安 達 盧 西 亞 槍 騎 兵 
trp_andalus_horse_3|安 達 盧 西 亞 騎 士 侍 從 
trp_andalus_horse_3_pl|安 達 盧 西 亞 騎 士 侍 從 
trp_andalus_horse_4|安 達 盧 西 亞 騎 士 
trp_andalus_horse_4_pl|安 達 盧 西 亞 騎 士 
trp_gaelic_village_recruit|蓋 爾 征 召 民 兵 
trp_gaelic_village_recruit_pl|蓋 爾 征 召 民 兵 
trp_gaelic_village_footman|蓋 爾 戰 團 輕 步 兵 
trp_gaelic_village_footman_pl|蓋 爾 戰 團 輕 步 兵 
trp_gaelic_infantry_1|蓋 爾 戰 團 步 兵 
trp_gaelic_infantry_1_pl|蓋 爾 戰 團 步 兵 
trp_gaelic_infantry_2|蓋 爾 步 行 衛 隊 
trp_gaelic_infantry_2_pl|蓋 爾 步 行 衛 隊
trp_gaelic_spearman_1|蓋 爾 戰 團 矛 兵 
trp_gaelic_spearman_1_pl|蓋 爾 戰 團 矛 兵 
trp_gaelic_spearman_2|蓋 爾 重 裝 長 矛 衛 隊 
trp_gaelic_spearman_2_pl|蓋 爾 重 裝 長 矛 衛 隊 
trp_gaelic_archer_1|蓋 爾 戰 團 射 手 
trp_gaelic_archer_1_pl|蓋 爾 戰 團 射 手 
trp_gaelic_archer_2|蓋 爾 戰 團 神 射 手 
trp_gaelic_archer_2_pl|蓋 爾 戰 團 神 射 手
trp_gaelic_light_cavalry|蓋 爾 輕 裝 槍 騎 兵 
trp_gaelic_light_cavalry_pl|蓋 爾 輕 裝 槍 騎 兵 
trp_gaelic_medium_cavalry|蓋 爾 槍 騎 兵 
trp_gaelic_medium_cavalry_pl|蓋 爾 槍 騎 兵 
trp_gaelic_squire|蓋 爾 騎 士 侍 從 
trp_gaelic_squire_pl|蓋 爾 騎 士 侍 從 
trp_gaelic_knight|蓋 爾 貴 族 騎 士 
trp_gaelic_knight_pl|蓋 爾 貴 族 騎 士 
trp_anatolian_village_recruit|安 納 托 利 亞 民 兵 
trp_anatolian_village_recruit_pl|安 納 托 利 亞 民 兵 
trp_anatolian_town_recruit|安 納 托 利 亞 城 鎮 民 兵 
trp_anatolian_town_recruit_pl|安 納 托 利 亞 城 鎮 民 兵 
trp_anatolian_christian_spearman_1|安 納 托 利 亞 基 督 槍 盾 兵 
trp_anatolian_christian_spearman_1_pl|安 納 托 利 亞 基 督 槍 盾 兵 
trp_anatolian_christian_spearman_2|安 納 托 利 亞 基 督 槍 盾 軍 士 
trp_anatolian_christian_spearman_2_pl|安 納 托 利 亞 基 督 槍 盾 軍 士 
trp_anatolian_christian_spearman_3|安 納 托 利 亞 精 銳 基 督 槍 盾 軍 士 
trp_anatolian_christian_spearman_3_pl|安 納 托 利 亞 精 銳 基 督 槍 盾 軍 士 
trp_anatolian_christian_archer_1|安 納 托 利 亞 基 督 步 弓 手 
trp_anatolian_christian_archer_1_pl|安 納 托 利 亞 基 督 步 弓 手 
trp_anatolian_christian_archer_2|安 納 托 利 亞 基 督 弓 箭 兵 
trp_anatolian_christian_archer_2_pl|安 納 托 利 亞 基 督 弓 箭 兵 
trp_anatolian_christian_archer_3|安 納 托 利 亞 精 銳 基 督 弓 箭 兵 
trp_anatolian_christian_archer_3_pl|安 納 托 利 亞 精 銳 基 督 弓 箭 兵 
trp_anatolian_muslim_infantry_1|安 納 托 利 亞 穆 斯 林 輕 步 兵 
trp_anatolian_muslim_infantry_1_pl|安 納 托 利 亞 穆 斯 林 輕 步 兵 
trp_anatolian_muslim_infantry_2|安 納 托 利 亞 穆 斯 林 步 兵 
trp_anatolian_muslim_infantry_2_pl|安 納 托 利 亞 穆 斯 林 步 兵 
trp_anatolian_muslim_infantry_3|安 納 托 利 亞 穆 斯 林 真 主 勇 士 
trp_anatolian_muslim_infantry_3_pl|安 納 托 利 亞 穆 斯 林 真 主 勇 士 
trp_anatolian_muslim_javelineer|安 納 托 利 亞 穆 斯 林 掠 奪 者 
trp_anatolian_muslim_javelineer_pl|安 納 托 利 亞 穆 斯 林 掠 奪 者 
trp_anatolian_muslim_archer|安 納 托 利 亞 穆 斯 林 弓 箭 兵 
trp_anatolian_muslim_archer_pl|安 納 托 利 亞 穆 斯 林 弓 箭 兵 
trp_anatolian_muslim_crossbowman|安 納 托 利 亞 穆 斯 林 弩 兵 
trp_anatolian_muslim_crossbowman_pl|安 納 托 利 亞 穆 斯 林 弩 兵 
trp_anatolian_castle_recruit|安 納 托 利 亞 見 習 騎 手 
trp_anatolian_castle_recruit_pl|安 納 托 利 亞 見 習 騎 手 
trp_anatolian_turkoman_1|安 納 托 利 亞 土 庫 曼 騎 手 
trp_anatolian_turkoman_1_pl|安 納 托 利 亞 土 庫 曼 騎 手 
trp_anatolian_turkoman_2|安 納 托 利 亞 土 庫 曼 騎 兵 
trp_anatolian_turkoman_2_pl|安 納 托 利 亞 土 庫 曼 騎 兵 
trp_anatolian_turkoman_3|安 納 托 利 亞 精 銳 土 庫 曼 騎 兵 
trp_anatolian_turkoman_3_pl|安 納 托 利 亞 精 銳 土 庫 曼 騎 兵 
trp_anatolian_light_cavalry|安 納 托 利 亞 輕 騎 兵 
trp_anatolian_light_cavalry_pl|安 納 托 利 亞 輕 騎 兵 
trp_anatolian_medium_cavalry|安 納 托 利 亞 騎 兵 
trp_anatolian_medium_cavalry_pl|安 納 托 利 亞 騎 兵 
trp_anatolian_heavy_cavalry|安 納 托 利 亞 重 騎 兵 
trp_anatolian_heavy_cavalry_pl|安 納 托 利 亞 重 騎 兵 
trp_scottish_village_recruit|蘇 格 蘭 民 兵 
trp_scottish_village_recruit_pl|蘇 格 蘭 民 兵 
trp_scottish_forinsec_archer|蘇 格 蘭 弓 箭 手 
trp_scottish_forinsec_archer_pl|蘇 格 蘭 弓 箭 手 
trp_scottish_forinsec_spearman|蘇 格 蘭 長 矛 兵 
trp_scottish_forinsec_spearman_pl|蘇 格 蘭 長 矛 兵 
trp_scottish_clansman|蘇 格 蘭 貴 族 步 兵 
trp_scottish_clansman_pl|蘇 格 蘭 貴 族 步 兵 
trp_scottish_heavy_swordsman|蘇 格 蘭 貴 族 重 步 兵 
trp_scottish_heavy_swordsman_pl|蘇 格 蘭 貴 族 重 步 兵 
trp_scottish_heavy_axeman|蘇 格 蘭 貴 族 斧 兵 
trp_scottish_heavy_axeman_pl|蘇 格 蘭 貴 族 斧 兵 
trp_euro_town_recruit|西 歐 城 鎮 步 兵 
trp_euro_town_recruit_pl|西 歐 城 鎮 步 兵 
trp_euro_village_recruit|西 歐 義 務 兵 
trp_euro_village_recruit_pl|西 歐 義 務 兵 
trp_euro_archer_1|西 歐 村 莊 弓 箭 民 兵 
trp_euro_archer_1_pl|西 歐 村 莊 弓 箭 民 兵 
trp_euro_archer_2|西 歐 村 莊 資 深 民 兵 弓 箭 手 
trp_euro_archer_2_pl|西 歐 村 莊 資 深 民 兵 弓 箭 手 
trp_euro_xbow_1|西 歐 城 鎮 公 社 持 弩 民 兵 
trp_euro_xbow_1_pl|西 歐 城 鎮 公 社 持 弩 民 兵 
trp_euro_xbow_2|西 歐 城 鎮 公 社 資 深 民 兵 弩 手 
trp_euro_xbow_2_pl|西 歐 城 鎮 公 社 資 深 民 兵 弩 手 
trp_euro_xbow_3|西 歐 持 弩 軍 士 
trp_euro_xbow_3_pl|西 歐 持 弩 軍 士 
trp_euro_spearman_1|西 歐 城 鎮 公 社 長 矛 民 兵 
trp_euro_spearman_1_pl|西 歐 城 鎮 公 社 長 矛 民 兵 
trp_euro_spearman_2|西 歐 城 鎮 公 社 資 深 民 兵 長 矛 手 
trp_euro_spearman_2_pl|西 歐 城 鎮 公 社 資 深 民 兵 長 矛 手 
trp_euro_spearman_3|西 歐 長 矛 軍 士 
trp_euro_spearman_3_pl|西 歐 長 矛 軍 士 
trp_euro_swordsman_1|西 歐 城 鎮 公 社 持 劍 民 兵 
trp_euro_swordsman_1_pl|西 歐 城 鎮 公 社 持 劍 民 兵 
trp_euro_swordsman_2|西 歐 城 鎮 公 社 資 深 民 兵 劍 士 
trp_euro_swordsman_2_pl|西 歐 城 鎮 公 社 資 深 民 兵 劍 士 
trp_euro_swordsman_3|西 歐 劍 士 
trp_euro_swordsman_3_pl|西 歐 劍 士 
trp_town_man_at_arms|西 歐 城 鎮 公 社 戰 士 
trp_town_man_at_arms_pl|西 歐 城 鎮 公 社 戰 士 
trp_euro_guisarm_1|西 歐 村 莊 鉤 鐮 民 兵 
trp_euro_guisarm_1_pl|西 歐 村 莊 鉤 鐮 民 兵 
trp_euro_guisarm_2|西 歐 村 莊 資 深 民 兵 鉤 鐮 手 
trp_euro_guisarm_2_pl|西 歐 村 莊 資 深 民 兵 鉤 鐮 手 
trp_euro_guisarm_3|西 歐 鉤 鐮 軍 士 
trp_euro_guisarm_3_pl|西 歐 鉤 鐮 軍 士 
trp_euro_horse_1|西 歐 附 屬 騎 手 
trp_euro_horse_1_pl|西 歐 附 屬 騎 手 
trp_euro_horse_2|西 歐 職 業 重 裝 騎 兵
trp_euro_horse_2_pl|西 歐 職 業 重 裝 騎 兵 
trp_euro_horse_3|西 歐 騎 士 侍 從 
trp_euro_horse_3_pl|西 歐 騎 士 侍 從 
trp_euro_horse_4|西 歐 騎 士 
trp_euro_horse_4_pl|西 歐 騎 士 
trp_looter|劫 匪 
trp_looter_pl|劫 匪 
trp_raider|侵 略 者 
trp_raider_pl|侵 略 者 
trp_peasant_rebel|農 民 起 義 軍 
trp_peasant_rebel_pl|農 民 起 義 軍 
trp_rebel_leader|義 軍 領 袖 
trp_rebel_leader_pl|義 軍 領 袖 
trp_bandit|強 盜 
trp_bandit_pl|強 盜 
trp_brigand|土 匪 
trp_brigand_pl|土 匪 
trp_mountain_bandit|山 賊 
trp_mountain_bandit_pl|山 賊 
trp_forest_bandit|森 林 強 盜 
trp_forest_bandit_pl|森 林 強 盜 
trp_sea_raider|海 寇 
trp_sea_raider_pl|海 寇 
trp_steppe_bandit|草 原 強 盜 
trp_steppe_bandit_pl|草 原 強 盜 
trp_taiga_bandit|雪 原 強 盜 
trp_taiga_bandit_pl|雪 原 強 盜 
trp_desert_bandit|沙 漠 強 盜 
trp_desert_bandit_pl|沙 漠 強 盜 
trp_black_khergit_horseman|黑 旗 庫 吉 特 騎 手 
trp_black_khergit_horseman_pl|黑 旗 庫 吉 特 騎 手 
trp_manhunter|賞 金 獵 人 
trp_manhunter_pl|賞 金 獵 人 
trp_follower_woman|隨 營 婦 女 
trp_follower_woman_pl|隨 營 婦 女 
trp_hunter_woman|女 獵 手 
trp_hunter_woman_pl|女 獵 手 
trp_fighter_woman|女 護 衛 
trp_fighter_woman_pl|女 護 衛 
trp_sword_sister|女 劍 士 
trp_sword_sister_pl|女 劍 士 
trp_refugee|難 民 
trp_refugee_pl|難 民 
trp_peasant_woman|農 婦 
