trp_multiplayer_profile_troop_male|联 机 男 性 玩 家 角 色 
trp_balt_jav_sergeant|波 罗 的 海 重 装 标 枪 兵 
trp_balt_jav_sergeant_pl|波 罗 的 海 重 装 标 枪 兵 
trp_balt_noble_recruit|波 罗 的 海 贵 族 新 兵 
trp_balt_noble_recruit_pl|波 罗 的 海 贵 族 新 兵 
trp_balt_mounted_skirmisher|波 罗 的 海 贵 族 标 枪 骑 手 
trp_balt_mounted_skirmisher_pl|波 罗 的 海 贵 族 标 枪 骑 手 
trp_balt_light_cavalry|波 罗 的 海 贵 族 标 枪 骑 兵 
trp_balt_light_cavalry_pl|波 罗 的 海 贵 族 标 枪 骑 兵 
trp_balt_medium_cavalry|波 罗 的 海 贵 族 枪 骑 兵 
trp_balt_medium_cavalry_pl|波 罗 的 海 贵 族 枪 骑 兵 
trp_balt_noble_1|波 罗 的 海 贵 族 步 兵 
trp_balt_noble_1_pl|波 罗 的 海 贵 族 步 兵 
trp_balt_noble_2|波 罗 的 海 贵 族 重 步 兵
trp_balt_noble_2_pl|波 罗 的 海 贵 族 重 步 兵 
trp_balt_noble_3|波 罗 的 海 公 爵 亲 卫 
trp_balt_noble_3_pl|波 罗 的 海 公 爵 亲 卫
trp_crusader_turkopole|土 耳 其 游 牧 骑 手 
trp_crusader_turkopole_pl|土 耳 其 游 牧 骑 手 
trp_templar_crossbows_sergeant|圣 殿 骑 士 团 重 弩 兵 
trp_templar_crossbows_sergeant_pl|圣 殿 骑 士 团 重 弩 兵 
trp_templar_swords_sergeant|圣 殿 精 锐 重 步 兵 
trp_templar_swords_sergeant_pl|圣 殿 精 锐 重 步 兵 
trp_templar_spears_sergeant|圣 殿 长 矛 卫 士 
trp_templar_spears_sergeant_pl|圣 殿 长 矛 卫 士 
trp_templar_half_brother|圣 殿 骑 士 侍 从 
trp_templar_half_brother_pl|圣 殿 骑 士 侍 从 
trp_templar_knight|圣 殿 骑 士 
trp_templar_knight_pl|圣 殿 骑 士 
trp_templar_deserter|圣 殿 逃 兵 
trp_templar_deserter_pl|圣 殿 逃 兵 
trp_templar_prison_guard|圣 殿 监 狱 看 守 
trp_templar_prison_guard_pl|圣 殿 监 狱 看 守 
trp_templar_castle_guard|圣 殿 城 堡 守 卫 
trp_templar_castle_guard_pl|圣 殿 城 堡 守 卫 
trp_hospitaller_swords_sergeant|医 院 精 锐 重 步 兵 
trp_hospitaller_swords_sergeant_pl|医 院 精 锐 种 步 兵 
trp_hospitaller_spears_sergeant|医 院 长 矛 卫 士 
trp_hospitaller_spears_sergeant_pl|医 院 长 矛 卫 士 
trp_hospitaller_crossbows_sergeant|医 院 骑 士 团 重 弩 兵 
trp_hospitaller_crossbows_sergeant_pl|医 院 骑 士 团 重 弩 兵 
trp_hospitaller_half_brother|医 院 骑 士 侍 从
trp_hospitaller_half_brother_pl|医 院 骑 士 侍 从
trp_hospitaller_knight|医 院 骑 士 
trp_hospitaller_knight_pl|医 院 骑 士 
trp_hospitaller_messenger|医 院 信 使 
trp_hospitaller_messenger_pl|医 院 信 使 
trp_hospitaller_deserter|医 院 骑 士 团 逃 兵 
trp_hospitaller_deserter_pl|医 院 骑 士 团 逃 兵 
trp_hospitaller_prison_guard|医 院 骑 士 团 监 狱 守 卫 
trp_hospitaller_prison_guard_pl|医 院 骑 士 团 监 狱 守 卫 
trp_hospitaller_castle_guard|医 院 骑 士 团 城 堡 守 卫 
trp_hospitaller_castle_guard_pl|医 院 骑 士 团 城 堡 守 卫 
trp_armenian_knight|亚 美 尼 亚 骑 士 
trp_armenian_knight_pl|亚 美 尼 亚 骑 士 
trp_seljuk_horseman|塞 尔 柱 王 朝 骑 兵 
trp_seljuk_horseman_pl|塞 尔 柱 王 朝 骑 兵 
trp_marinid_village_rabble|阿 拉 伯 民 兵 
trp_marinid_village_rabble_pl|阿 拉 伯 民 兵 
trp_marinid_levy_spearman|阿 拉 伯 长 矛 民 兵 
trp_marinid_levy_spearman_pl|阿 拉 伯 长 矛 民 兵 
trp_marinid_light_spearmen|阿 拉 伯 轻 装 矛 兵 
trp_marinid_light_spearmen_pl|阿 拉 伯 轻 装 矛 兵 
trp_marinid_levy_horseman|阿 拉 伯 骑 手 
trp_marinid_levy_horseman_pl|阿 拉 伯 骑 手 
trp_marinid_light_lancer|阿 拉 伯 轻 骑 兵 
trp_marinid_light_lancer_pl|阿 拉 伯 轻 骑 兵 
trp_marinid_lancer|阿 拉 伯 枪 骑 兵 
trp_marinid_lancer_pl|阿 拉 伯 枪 骑 兵 
trp_marinid_skirmishers|阿 拉 伯 掷 矛 民 兵 
trp_marinid_skirmishers_pl|阿 拉 伯 掷 矛 民 兵
trp_marinid_javelin_infantry|阿 拉 伯 标 枪 兵 
trp_marinid_javelin_infantry_pl|阿 拉 伯 标 枪 兵 
trp_marinid_berber_bowman|阿 拉 弓 箭 手 
trp_marinid_berber_bowman_pl|阿 拉 伯 弓 箭 手 
trp_marinid_town_recruit|阿 拉 伯 城 镇 民 兵 
trp_marinid_town_recruit_pl|阿 拉 伯 城 镇 民 兵 
trp_marinid_town_bowman|阿 拉 伯 弓 箭 手 
trp_marinid_town_bowman_pl|阿 拉 伯 弓 箭 手 
trp_marinid_crossbowman|阿 拉 伯 弩 手 
trp_marinid_crossbowman_pl|阿 拉 伯 弩 手 
trp_marinid_light_swordsman|阿 拉 伯 轻 步 兵 
trp_marinid_light_swordsman_pl|阿 拉 伯 轻 步 兵 
trp_marinid_swordsman|阿 拉 伯 精 锐 战 士 
trp_marinid_swordsman_pl|阿 拉 伯 精 锐 战 士
trp_marinid_mounted_skirmisher_1|阿 拉 伯 斥 候 骑 兵 
trp_marinid_mounted_skirmisher_1_pl|阿 拉 伯 斥 候 骑 兵
trp_marinid_mounted_skirmisher_2|阿 拉 伯 弓 骑 兵 
trp_marinid_mounted_skirmisher_2_pl|阿 拉 伯 弓 骑 兵
trp_marinid_mounted_skirmisher_3|阿 拉 伯 精 锐 弓 骑 兵 
trp_marinid_mounted_skirmisher_3_pl|阿 拉 伯 精 锐 弓 骑 兵
trp_mamluke_commoner|马 木 鲁 克 民 兵 
trp_mamluke_commoner_pl|马 木 鲁 克 民 兵 
trp_mamluke_infantry_1|马 木 鲁 克 轻 步 兵 
trp_mamluke_infantry_1_pl|马 木 鲁 克 轻 步 兵 
trp_mamluke_spearman|马 木 鲁 克 精 锐 矛 兵 
trp_mamluke_spearman_pl|马 木 鲁 克 精 锐 矛 兵 
trp_mamluke_infantry_2|马 木 鲁 克 苏 丹 卫 队 
trp_mamluke_infantry_2_pl|马 木 鲁 克 苏 丹 卫 队 
trp_mamluke_light_lancer|马 木 鲁 克 轻 装 枪 骑 兵 
trp_mamluke_light_lancer_pl|马 木 鲁 克 轻 装 枪 骑 兵 
trp_mamluke_medium_horseman|马 木 鲁 克 精 锐 骑 兵 
trp_mamluke_medium_horseman_pl|马 木 鲁 克 精 锐 骑 兵 
trp_mamluke_levy_archer|马 木 鲁 克 弓 箭 手 
trp_mamluke_levy_archer_pl|马 木 鲁 克 弓 箭 手 
trp_mamluke_archer|马 木 鲁 克 沙 漠 弓 箭 手 
trp_mamluke_archer_pl|马 木 鲁 克 沙 漠 弓 箭 手 
trp_mamluke_skirmisher|马 木 鲁 克 标 枪 兵 
trp_mamluke_skirmisher_pl|马 木 鲁 克 标 枪 兵 
trp_mamluke_turkoman|马 木 鲁 克 土 库 曼 骑 射 兵 
trp_mamluke_turkoman_pl|马 木 鲁 克 土 库 曼 骑 射 兵 
trp_mamluke_light_horse_archer|马 木 鲁 克 轻 装 骑 射 手 
trp_mamluke_light_horse_archer_pl|马 木 鲁 克 轻 装 骑 射 手 
trp_mamluke_medium_horse_archer|马 木 鲁 克 弓 骑 兵 
trp_mamluke_medium_horse_archer_pl|马 木 鲁 克 弓 骑 兵 
trp_mamluke_heavy_horse_archer|马 木 鲁 克 重 装 弓 骑 兵 
trp_mamluke_heavy_horse_archer_pl|马 木 鲁 克 重 装 弓 骑 兵 
trp_mamluke_elite_horse_archer|马 木 鲁 克 禁 卫 弓 骑 兵 
trp_mamluke_elite_horse_archer_pl|马 木 鲁 克 禁 卫 弓 骑 兵 
trp_sarranid_messenger|马 木 鲁 克 信 使 
trp_sarranid_messenger_pl|马 木 鲁 克 信 使 
trp_sarranid_deserter|马 木 鲁 克 逃 兵 
trp_sarranid_deserter_pl|马 木 鲁 克 逃 兵 
trp_sarranid_prison_guard|马 木 鲁 克 监 狱 守 卫 
trp_sarranid_prison_guard_pl|马 木 鲁 克 监 狱 看 守 
trp_balt_horseman|波 罗 的 海 骑 手 
trp_balt_horseman_pl|波 罗 的 海 骑 手 
trp_balt_mounted_spearman|波 罗 的 海 骑 兵
trp_balt_mounted_spearman_pl|波 罗 的 海 骑 兵
trp_balt_lancer|波 罗 的 海 重 骑 兵 
trp_balt_lancer_pl|波 罗 的 海 重 骑 兵 
trp_french_chevalier|法 兰 西 皇 家 侍 卫 骑 士 
trp_french_chevalier_pl|法 兰 西 皇 家 侍 卫 骑 士 
trp_welsh_bowmen|威 尔 士 长 弓 兵
trp_welsh_bowmen_pl|威 尔 士 弓 兵
trp_genoese_crossbowman|热 那 亚 巨 盾 弩 兵 
trp_genoese_crossbowman_pl|热 那 亚 巨 盾 弩 兵
trp_varangian_guard|瓦 兰 吉 卫 队 
trp_varangian_guard_pl|瓦 兰 吉 卫 队 
trp_scottish_highlander|苏 格 兰 高 地 贵 族 
trp_scottish_highlander_pl|苏 格 兰 高 地 贵 族 
trp_bohemian_rytir|波 希 米 亚 的 骑 士 
trp_bohemian_rytir_pl|波 希 米 亚 的 骑 士 
trp_danish_axeman|斯 堪 的 纳 维 亚 斧 兵 
trp_danish_axeman_pl|斯 堪 的 纳 维 亚 斧 兵 
trp_irish_dartman|爱 尔 兰 标 枪 兵 
trp_irish_dartman_pl|爱 尔 兰 标 枪 兵 
trp_pol_light_cavalry|波 兰 轻 骑 兵 
trp_pol_light_cavalry_pl|波 兰 轻 骑 兵 
trp_byz_village_1|尼 西 亚 民 兵 
trp_byz_village_1_pl|尼 西 亚 民 兵 
trp_byz_village_2|尼 西 亚 掷 矛 民 兵 
trp_byz_village_2_pl|尼 西 亚 掷 矛 民 兵 
trp_byz_village_3_1|尼 西 亚 标 枪 兵 
trp_byz_village_3_1_pl|尼 西 亚 标 枪 兵 
trp_byz_village_4_1|尼 西 亚 帝 国 军 团 卫 士 
trp_byz_village_4_1_pl|尼 西 亚 帝 国 军 团 卫 士 
trp_byz_village_3_2|尼 西 亚 弓 箭 兵 
trp_byz_village_3_2_pl|尼 西 亚 弓 箭 兵 
trp_byz_village_4_2|尼 西 亚 禁 卫 弓 箭 手 
trp_byz_village_4_2_pl|尼 西 亚 禁 卫 弓 箭 手 
trp_byz_town_1|尼 西 亚 城 镇 民 兵 
trp_byz_town_1_pl|尼 西 亚 城 镇 民 兵 
trp_byz_town_2|尼 西 亚 轻 步 兵 
trp_byz_town_2_pl|尼 西 亚 轻 步 兵 
trp_byz_town_3_1|尼 西 亚 长 矛 步 兵 
trp_byz_town_3_1_pl|尼 西 亚 长 矛 步 兵 
trp_byz_town_4_1|尼 西 亚 帝 国 军 团 矛 兵 
trp_byz_town_4_1_pl|尼 西 亚 帝 国 军 团 矛 兵 
trp_byz_town_3_2|尼 西 亚 步 兵 
trp_byz_town_3_2_pl|尼 西 亚 步 兵 
trp_byz_town_4_2|尼 西 亚 帝 国 军 团 步 兵 
trp_byz_town_4_2_pl|尼 西 亚 帝 国 军 团 步 兵 
trp_byz_castle_1|尼 西 亚 骑 手 
trp_byz_castle_1_pl|尼 西 亚 骑 手 
trp_byz_castle_2|尼 西 亚 骑 兵 
trp_byz_castle_2_pl|尼 西 亚 骑 兵 
trp_byz_castle_3|尼 西 亚 枪 骑 兵
trp_byz_castle_3_pl|尼 西 亚 枪 骑 兵 
trp_byz_castle_4|尼 西 亚 铁 甲 圣 骑 兵 
trp_byz_castle_4_pl|尼 西 亚 铁 甲 圣 骑 兵 
trp_byz_castle_guard|城 堡 卫 队 
trp_byz_castle_guard_pl|城 堡 卫 队 
trp_iberian_village_recruit|南 欧 民 兵 
trp_iberian_village_recruit_pl|南 欧 民 兵 
trp_iberian_town_recruit|南 欧 城 镇 民 兵 
trp_iberian_town_recruit_pl|南 欧 城 镇 民 兵 
trp_iberian_village_skirmisher|南 欧 掷 矛 民 兵 
trp_iberian_village_skirmisher_pl|南 欧 掷 矛 民 兵 
trp_iberian_archer|南 欧 弓 箭 手 
trp_iberian_archer_pl|南 欧 弓 箭 手 
trp_iberian_bows_sergeant|南 欧 长 弓 兵 
trp_iberian_bows_sergeant_pl|南 欧 长 弓 兵 
trp_iberian_village_footman|南 欧 轻 步 兵 
trp_iberian_village_footman_pl|南 欧 轻 步 兵 
trp_iberian_billman|南 欧 武 装 戟 兵 
trp_iberian_billman_pl|南 欧 武 装 戟 兵 
trp_iberian_bills_sergeant|南 欧 长 戟 军 士 
trp_iberian_bills_sergeant_pl|南 欧 长 戟 军 士 
trp_iberian_town_footman_1|南 欧 城 镇 步 兵 
trp_iberian_town_footman_1_pl|南 欧 城 镇 步 兵 
trp_iberian_town_footman_2|南 欧 步 兵 
trp_iberian_town_footman_2_pl|南 欧 步 兵 
trp_iberian_veteran_spearman|南 欧 长 矛 兵 
trp_iberian_veteran_spearman_pl|南 欧 长 矛 兵 
trp_iberian_spears_sergeant|南 欧 重 装 长 矛 军 士 
trp_iberian_spears_sergeant_pl|南 欧 重 装 长 矛 军 士 
trp_iberian_veteran_swordsman|南 欧 重 步 兵 
trp_iberian_veteran_swordsman_pl|南 欧 重 步 兵 
trp_iberian_swords_sergeant|南 欧 精 锐 重 步 兵 
trp_iberian_swords_sergeant_pl|南 欧 精 锐 重 步 兵 
trp_iberian_town_skirmisher|南 欧 持 弩 民 兵 
trp_iberian_town_skirmisher_pl|南 欧 持 弩 民 兵
trp_iberian_veteran_crossbowman|南 欧 弩 兵 
trp_iberian_veteran_crossbowman_pl|南 欧 弩 兵 
trp_iberian_crossbows_sergeant|南 欧 持 盾 重 弩 兵 
trp_iberian_crossbows_sergeant_pl|南 欧 持 盾 重 弩 兵 
trp_iberian_light_cavalry|南 欧 轻 装 枪 骑 兵 
trp_iberian_light_cavalry_pl|南 欧 轻 装 枪 骑 兵 
trp_iberian_medium_cavalry|南 欧 贵 族 骑 兵 
trp_iberian_medium_cavalry_pl|南 欧 贵 族 骑 兵 
trp_iberian_squire|南 欧 骑 士 侍 从 
trp_iberian_squire_pl|南 欧 骑 士 侍 从 
trp_iberian_knight|南 欧 贵 族 骑 士 
trp_iberian_knight_pl|南 欧 贵 族 骑 士 
trp_andalus_village_recruit|安 达 鲁 斯 征 召 民 兵
trp_andalus_village_recruit_pl|安 达 鲁 斯 征 召 民 兵 
trp_andalus_village_footman|安 达 鲁 斯 征 召 轻 步 兵 
trp_andalus_village_footman_pl|安 达 鲁 斯 征 召 轻 步 兵
trp_andalus_village_infantry|安 达 鲁 斯 剑 士 
trp_andalus_village_infantry_pl|安 达 鲁 斯 剑 士
trp_andalus_village_spearmen|安 达 鲁 斯 征 召 矛 兵 
trp_andalus_village_spearmen_pl|安 达 鲁 斯 征 召 矛 兵 
trp_andalus_village_archer_1|安 达 鲁 斯 弓 箭 民 兵 
trp_andalus_village_archer_1_pl|安 达 鲁 斯 弓 箭 民 兵 
trp_andalus_village_archer_2|安 达 鲁 斯 弓 箭 手 
trp_andalus_village_archer_2_pl|安 达 鲁 斯 弓 箭 手 
trp_andalus_crossbowman_1|安 达 鲁 斯 民 兵 弩 手 
trp_andalus_crossbowman_1_pl|安 达 鲁 斯 民 兵 弩 手 
trp_andalus_crossbowman_2|安 达 鲁 斯 轻 装 弩 兵 
trp_andalus_crossbowman_2_pl|安 达 鲁 斯 轻 装 弩 兵 
trp_andalus_town_recruit|安 达 鲁 斯 城 镇 民 兵 
trp_andalus_town_recruit_pl|安 达 鲁 斯 城 镇 民 兵 
trp_andalus_town_footman|安 达 鲁 斯 轻 步 兵 
trp_andalus_town_footman_pl|安 达 鲁 斯 轻 步 兵 
trp_andalus_town_infantry_1|安 达 鲁 斯 步 兵 
trp_andalus_town_infantry_1_pl|安 达 鲁 斯 步 兵 
trp_andalus_town_infantry_2|安 达 鲁 斯 重 步 兵 
trp_andalus_town_infantry_2_pl|安 达 鲁 斯 重 步 兵 
trp_andalus_spearman_1|安 达 鲁 斯 长 矛 民 兵 
trp_andalus_spearman_1_pl|安 达 鲁 斯 长 矛 民 兵 
trp_andalus_spearman_2|安 达 鲁 斯 长 矛 步 兵 
trp_andalus_spearman_2_pl|安 达 鲁 斯 长 矛 步 兵 
trp_andalus_spearman_3|安 达 鲁 斯 重 装 矛 兵 
trp_andalus_spearman_3_pl|安 达 鲁 斯 重 装 矛 兵 
trp_andalus_town_xbow_1|安 达 鲁 斯 持 弩 民 兵 
trp_andalus_town_xbow_1_pl|安 达 鲁 斯 持 弩 民 兵 
trp_andalus_town_xbow_2|安 达 鲁 斯 弩 兵 
trp_andalus_town_xbow_2_pl|安 达 鲁 斯 弩 兵 
trp_andalus_town_xbow_3|安 达 鲁 斯 持 盾 重 弩 兵 
trp_andalus_town_xbow_3_pl|安 达 鲁 斯 持 盾 重 弩 兵 
trp_andalus_horse_1|安 达 鲁 西 亚 轻 骑 兵 
trp_andalus_horse_1_pl|安 达 鲁 西 亚 轻 骑 兵 
trp_andalus_horse_2|安 达 鲁 西 亚 骑 兵 
trp_andalus_horse_2_pl|安 达 鲁 西 亚 骑 兵 
trp_andalus_horse_3|安 达 鲁 西 亚 重 骑 兵 
trp_andalus_horse_3_pl|安 达 鲁 西 亚 重 骑 兵 
trp_andalus_horse_4|安 达 鲁 西 亚 骑 士 
trp_andalus_horse_4_pl|安 达 鲁 西 亚 骑 士 
trp_gaelic_village_recruit|盖 尔 征 召 民 兵 
trp_gaelic_village_recruit_pl|盖 尔 征 召 民 兵 
trp_gaelic_village_footman|盖 尔 战 团 轻 步 兵 
trp_gaelic_village_footman_pl|盖 尔 战 团 轻 步 兵 
trp_gaelic_infantry_1|盖 尔 战 团 步 兵 
trp_gaelic_infantry_1_pl|盖 尔 战 团 步 兵 
trp_gaelic_infantry_2|盖 尔 步 行 卫 队 
trp_gaelic_infantry_2_pl|盖 尔 步 行 卫 队
trp_gaelic_spearman_1|盖 尔 战 团 矛 兵 
trp_gaelic_spearman_1_pl|盖 尔 战 团 矛 兵 
trp_gaelic_spearman_2|盖 尔 重 装 长 矛 卫 队 
trp_gaelic_spearman_2_pl|盖 尔 重 装 长 矛 卫 队 
trp_gaelic_archer_1|盖 尔 战 团 射 手 
trp_gaelic_archer_1_pl|盖 尔 战 团 射 手 
trp_gaelic_archer_2|盖 尔 战 团 神 射 手 
trp_gaelic_archer_2_pl|盖 尔 战 团 神 射 手
trp_gaelic_merc_spearman|盖 尔 雇 佣 矛 兵 
trp_gaelic_merc_spearman_pl|盖 尔 雇 佣 矛 兵 
trp_gaelic_merc_swordsman_1|盖 尔 雇 佣 步 兵 
trp_gaelic_merc_swordsman_1_pl|盖 尔 雇 佣 步 兵 
trp_gaelic_merc_axeman_1|盖 尔 雇 佣 斧 兵 
trp_gaelic_merc_axeman_1_pl|盖 尔 雇 佣 斧 兵 
trp_gaelic_merc_swordsman_2|盖 尔 雇 佣 重 步 兵 
trp_gaelic_merc_swordsman_2_pl|盖 尔 雇 佣 重 步 兵
trp_gaelic_merc_axeman_2|盖 尔 雇 佣 战 斧 重 步 兵 
trp_gaelic_merc_axeman_2_pl|盖 尔 雇 佣 战 斧 重 步 兵
trp_gaelic_light_cavalry|盖 尔 轻 装 枪 骑 兵 
trp_gaelic_light_cavalry_pl|盖 尔 轻 装 枪 骑 兵 
trp_gaelic_medium_cavalry|盖 尔 骑 马 军 士 
trp_gaelic_medium_cavalry_pl|盖 尔 骑 马 军 士
trp_gaelic_squire|盖 尔 骑 士 侍 从 
trp_gaelic_squire_pl|盖 尔 骑 士 侍 从 
trp_gaelic_knight|盖 尔 贵 族 骑 士 
trp_gaelic_knight_pl|盖 尔 贵 族 骑 士 
trp_anatolian_recruit|安 纳 托 利 亚 新 兵 
trp_anatolian_recruit_pl|安 纳 托 利 亚 新 兵 
trp_anatolian_muslim_infantry_1|安 纳 托 利 亚 穆 斯 林 轻 步 兵 
trp_anatolian_muslim_infantry_1_pl|安 纳 托 利 亚 穆 斯 林 轻 步 兵 
trp_anatolian_muslim_infantry_2|安 纳 托 利 亚 穆 斯 林 步 兵 
trp_anatolian_muslim_infantry_2_pl|安 纳 托 利 亚 穆 斯 林 步 兵 
trp_anatolian_muslim_archer|安 纳 托 利 亚 穆 斯 林 弓 箭 兵 
trp_anatolian_muslim_archer_pl|安 纳 托 利 亚 穆 斯 林 弓 箭 兵 
trp_anatolian_muslim_crossbowman|安 纳 托 利 亚 穆 斯 林 弩 兵 
trp_anatolian_muslim_crossbowman_pl|安 纳 托 利 亚 穆 斯 林 弩 兵 
trp_anatolian_christian_spearman_1|安 纳 托 利 亚 基 督 枪 盾 兵 
trp_anatolian_christian_spearman_1_pl|安 纳 托 利 亚 基 督 枪 盾 兵 
trp_anatolian_christian_spearman_2|安 纳 托 利 亚 基 督 枪 盾 军 士 
trp_anatolian_christian_spearman_2_pl|安 纳 托 利 亚 基 督 枪 盾 军 士 
trp_anatolian_christian_archer_1|安 纳 托 利 亚 基 督 弓 兵 
trp_anatolian_christian_archer_1_pl|安 纳 托 利 亚 基 督 弓 兵 
trp_anatolian_christian_archer_2|安 纳 托 利 亚 基 督 弓 箭 兵 
trp_anatolian_christian_archer_2_pl|安 纳 托 利 亚 基 督 弓 箭 兵 
trp_anatolian_castle_recruit|安 纳 托 利 亚 城 镇 志 愿 者 
trp_anatolian_castle_recruit_pl|安 纳 托 利 亚 城 镇 志 愿 者 
trp_anatolian_turkoman_1|安 纳 托 利 亚 土 库 曼 骑 手 
trp_anatolian_turkoman_1_pl|安 纳 托 利 亚 土 库 曼 骑 手 
trp_anatolian_turkoman_2|安 纳 托 利 亚 土 库 曼 骑 兵 
trp_anatolian_turkoman_2_pl|安 纳 托 利 亚 土 库 曼 骑 兵 
trp_anatolian_light_cavalry|安 纳 托 利 亚 骑 手 
trp_anatolian_light_cavalry_pl|安 纳 托 利 亚 骑 手 
trp_anatolian_medium_cavalry|安 纳 托 利 亚 骑 兵 
trp_anatolian_medium_cavalry_pl|安 纳 托 利 亚 骑 兵 
trp_scottish_village_recruit|苏 格 兰 民 兵 
trp_scottish_village_recruit_pl|苏 格 兰 民 兵 
trp_scottish_forinsec_archer|苏 格 兰弓 箭 手 
trp_scottish_forinsec_archer_pl|苏 格 兰 弓 箭 手 
trp_scottish_forinsec_spearman|苏 格 兰 长 矛 兵 
trp_scottish_forinsec_spearman_pl|苏 格 兰 长 矛 兵 
trp_scottish_clansman|苏 格 兰 贵 族 步 兵 
trp_scottish_clansman_pl|苏 格 兰 贵 族 步 兵 
trp_scottish_heavy_swordsman|苏 格 兰 高 地 贵 族 剑 士 
trp_scottish_heavy_swordsman_pl|苏 格 兰 高 地 贵 族 剑 士 
trp_scottish_heavy_axeman|苏 格 兰 高 地 贵 族 斧 兵 
trp_scottish_heavy_axeman_pl|苏 格 兰 高 地 贵 族 斧 兵 
trp_euro_town_recruit|西 欧 城 镇 民 兵 
trp_euro_town_recruit_pl|西 欧 城 镇 民 兵 
trp_euro_village_recruit|西 欧 民 兵 
trp_euro_village_recruit_pl|西 欧 民 兵 
trp_euro_archer_1|西 欧 弓 箭 民 兵 
trp_euro_archer_1_pl|西 欧 弓 箭 民 兵
trp_euro_archer_2|西 欧 弓 箭 兵 
trp_euro_archer_2_pl|西 欧 弓 箭 兵 
trp_euro_xbow_1|西 欧 持 弩 民 兵 
trp_euro_xbow_1_pl|西 欧 持 弩 民 兵
trp_euro_xbow_2|西 欧 弩 兵 
trp_euro_xbow_2_pl|西 欧 弩 兵
trp_euro_xbow_3|西 欧 持 盾 重 弩 兵 
trp_euro_xbow_3_pl|西 欧 持 盾 重 弩 兵 
trp_euro_spearman_1|西 欧 长 矛 民 兵 
trp_euro_spearman_1_pl|西 欧 长 矛 民 兵
trp_euro_spearman_2|西 欧 长 矛 军 士
trp_euro_spearman_2_pl|西 欧 长 矛 军 士
trp_euro_spearman_3|西 欧 重 装 长 矛 军 士 
trp_euro_spearman_3_pl|西 欧 重 装 长 矛 军 士 
trp_euro_swordsman_1|西 欧 轻 步 兵 
trp_euro_swordsman_1_pl|西 欧 轻 步 兵 
trp_euro_swordsman_2|西 欧 步 兵 
trp_euro_swordsman_2_pl|西 欧 步 兵 
trp_euro_swordsman_3|西 欧 重 步 兵 
trp_euro_swordsman_3_pl|西 欧 重 步 兵 
trp_town_man_at_arms|西 欧 步 行 封 建 骑 士 
trp_town_man_at_arms_pl|西 欧 步 行 封 建 骑 士 
trp_euro_guisarm_1|西 欧 持 戟 民 兵 
trp_euro_guisarm_1_pl|西 欧 持 戟 民 兵 
trp_euro_guisarm_2|西 欧 武 装 戟 兵 
trp_euro_guisarm_2_pl|西 欧 武 装 戟 兵 
trp_euro_guisarm_3|西 欧 长 戟 军 士 
trp_euro_guisarm_3_pl|西 欧 长 戟 军 士 
trp_euro_horse_1|西 欧 轻 装 枪 骑 兵 
trp_euro_horse_1_pl|西 欧 轻 装 枪 骑 兵 
trp_euro_horse_2|西 欧 骑 马 军 士 
trp_euro_horse_2_pl|西 欧 骑 马 军 士 
trp_euro_horse_3|西 欧 骑 士 侍 从 
trp_euro_horse_3_pl|西 欧 骑 士 侍 从 
trp_euro_horse_4|西 欧 封 建 骑 士 
trp_euro_horse_4_pl|西 欧 封 建 骑 士 
trp_looter|劫 匪 
trp_looter_pl|劫 匪 
trp_raider|侵 略 者 
trp_raider_pl|侵 略 者 
trp_peasant_rebel|农 民 起 义 军 
trp_peasant_rebel_pl|农 民 起 义 军 
trp_rebel_leader|义 军 领 袖 
trp_rebel_leader_pl|义 军 领 袖 
trp_bandit|强 盗 
trp_bandit_pl|强 盗 
trp_brigand|土 匪 
trp_brigand_pl|土 匪 
trp_mountain_bandit|山 贼 
trp_mountain_bandit_pl|山 贼 
trp_test_subject1|Test Subject PS 1
trp_test_subject1_pl|Test Subject PS 1
trp_test_subject2|Test Subject PS 2
trp_test_subject2_pl|Test Subject PS 2
trp_test_subject3|Test Subject PS 3
trp_test_subject3_pl|Test Subject PS 3
trp_test_subject4|Test Subject PS 4
